Query ID	Subject ID	Percent Identity	Alignment Length	Mismatches	Gap Openings	Query Start	Query End	Subject Start	Subject End	E-Value	Bit Score
BAI99230.2	sp|Q47RJ6|PETH2_THEFY	80.066	301	55	2	1	296	1	301	2.51e-178	486.0
BAI99230.2	AET05799.1	80.066	301	55	2	1	296	1	301	2.51e-178	486.0
BAI99230.2	ADV92526.1	83.142	261	44	0	36	296	2	262	1.6199999999999998e-170	464.0
BAI99230.2	tr|E5BBQ2|E5BBQ2_THEFU	80.731	301	53	2	1	296	19	319	2.9899999999999996e-170	466.0
BAI99230.2	WP_104613137.1	79.07	301	58	2	1	296	1	301	4.1600000000000004e-166	455.0
BAI99230.2	tr|E9LVH7|E9LVH7_THEAE	81.609	261	48	0	36	296	2	262	8.159999999999999e-165	450.0
BAI99230.2	tr|H6WX58|H6WX58_9ACTN	77.778	261	58	0	36	296	2	262	1.3399999999999999e-158	434.0
BAI99230.2	WP_078759821.1	58.763	291	114	4	8	295	21	308	1.2300000000000002e-125	353.0
BAI99230.2	tr|D1A9G5|D1A9G5_THECD	62.934	259	90	3	39	295	33	287	9.930000000000001e-124	347.0
BAI99230.2	tr|W0TJ64|W0TJ64_9PSEU	62.595	262	92	3	37	296	47	304	3.39e-116	328.0
BAI99230.2	sp|G9BY57|PETH_UNKP	61.157	242	91	3	36	276	36	275	3.56e-110	313.0
BAI99230.2	GBD22443.1	60.744	242	92	3	36	276	36	275	5.69e-108	307.0
BAI99230.2	WP_093412886.1	55.973	293	122	4	7	296	5	293	1.7500000000000001e-99	286.0
BAI99230.2	EGD44994.1	52.941	289	126	6	11	295	11	293	4.1e-97	280.0
BAI99230.2	WP_062195544.1	50.929	269	118	6	39	296	27	292	1.31e-91	266.0
BAI99230.2	RLU00646.1	50.741	270	122	7	35	296	46	312	9.01e-89	259.0
BAI99230.2	ANP21911.1	47.651	298	140	8	11	296	9	302	1.82e-88	258.0
BAI99230.2	ANP21910.1	46.026	302	144	8	11	296	9	307	1.84e-86	253.0
BAI99230.2	UUT36764.1	49.248	266	124	7	39	296	45	307	3.35e-86	252.0
BAI99230.2	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	45.902	305	141	8	13	296	3	304	1.83e-84	248.0
BAI99230.2	tr|A0A0G3BI90|A0A0G3BI90_9BURK	49.821	279	128	6	27	296	23	298	5.77e-83	244.0
BAI99230.2	UUT36763.1	47.826	276	129	7	33	296	44	316	3.83e-82	242.0
BAI99230.2	tr|R4YKL9|R4YKL9_OLEAN	48.352	273	130	7	32	296	41	310	4.13e-82	242.0
BAI99230.2	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	46.207	290	144	8	16	296	11	297	2.87e-81	239.0
BAI99230.2	ODU60407.1	45.683	278	138	5	32	296	28	305	8.79e-81	238.0
BAI99230.2	tr|C3RYL0|C3RYL0_9BACT	48.699	269	122	8	39	296	45	308	3.66e-80	237.0
BAI99230.2	sp|A0A0K8P6T7|PETH_IDESA	48.07	285	129	6	9	286	11	283	1.57e-74	222.0
BAI99230.2	tr|A0A1W6L588|A0A1W6L588_9BURK	50.929	269	119	7	37	296	28	292	6.11e-72	216.0
BAI99230.2	sp|P19833|LIP1_MORS1	45.175	228	115	5	54	276	77	299	3.8200000000000004e-66	201.0
BAI99230.2	WP_111881932.1	37.19	242	136	7	55	286	37	272	3.82e-40	135.0
BAI99230.2	RLT92980.1	33.333	252	148	7	54	292	21	265	9.58e-36	121.0
BAI99230.2	WP_039353427.1	36.364	231	135	6	55	275	37	265	3.7799999999999996e-34	119.0
BAI99230.2	pdb|2FX5|A	26.695	236	144	8	53	274	19	239	2.9e-08	44.7
BAI99230.2	RLI42440.1	25.114	219	103	8	75	236	16	230	2.85e-07	41.6
BAI99230.2	WP_085690612.1	34.286	35	23	0	134	168	83	117	0.15	23.9
EGD44994.1	EGD44994.1	100.0	294	0	0	1	294	1	294	0.0	598.0
EGD44994.1	tr|D1A9G5|D1A9G5_THECD	57.588	257	104	4	40	293	33	287	1.71e-110	313.0
EGD44994.1	WP_078759821.1	55.172	290	117	5	15	293	21	308	1.8699999999999998e-108	309.0
EGD44994.1	sp|Q6A0I4|PETH2_THEFU	51.301	269	124	4	30	293	34	300	2.49e-97	280.0
EGD44994.1	sp|Q47RJ6|PETH2_THEFY	51.301	269	124	4	30	293	34	300	2.49e-97	280.0
EGD44994.1	AET05799.1	51.301	269	124	4	30	293	34	300	2.49e-97	280.0
EGD44994.1	tr|H6WX58|H6WX58_9ACTN	52.874	261	116	4	38	293	3	261	2.94e-97	279.0
EGD44994.1	BAI99230.2	53.435	262	113	5	38	293	37	295	5.900000000000001e-97	279.0
EGD44994.1	sp|Q47RJ7|PETH1_THEFY	50.558	269	126	4	30	293	52	318	3.51e-95	276.0
EGD44994.1	AET05798.1	50.558	269	126	4	30	293	52	318	3.51e-95	276.0
EGD44994.1	sp|G9BY57|PETH_UNKP	52.874	261	110	6	35	289	33	286	2.63e-94	273.0
EGD44994.1	ADV92526.1	50.958	261	121	4	38	293	3	261	3.76e-94	271.0
EGD44994.1	sp|F7IX06|PETH2_THEAE	51.908	262	117	5	38	293	41	299	1.61e-92	268.0
EGD44994.1	tr|W0TJ64|W0TJ64_9PSEU	52.713	258	121	1	37	293	46	303	2.67e-92	268.0
EGD44994.1	GBD22443.1	52.29	262	112	6	34	289	32	286	1.5699999999999998e-91	265.0
EGD44994.1	tr|E9LVH7|E9LVH7_THEAE	49.808	261	124	4	38	293	3	261	3.69e-89	258.0
EGD44994.1	WP_104613137.1	50.558	269	126	4	30	293	34	300	5.22e-88	257.0
EGD44994.1	tr|E5BBQ2|E5BBQ2_THEFU	50.558	269	126	4	30	293	52	318	3.35e-87	255.0
EGD44994.1	WP_062195544.1	46.442	267	128	6	40	293	27	291	1.5100000000000001e-77	230.0
EGD44994.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	48.162	272	127	6	34	293	28	297	5.99e-77	228.0
EGD44994.1	WP_093412886.1	48.41	283	140	5	15	293	12	292	6.86e-76	226.0
EGD44994.1	RLU00646.1	46.768	263	128	8	40	292	50	310	1.5599999999999999e-74	223.0
EGD44994.1	ANP21911.1	46.494	271	131	8	33	293	35	301	1.14e-72	218.0
EGD44994.1	UUT36764.1	43.289	298	155	9	7	293	12	306	1.32e-72	218.0
EGD44994.1	tr|C3RYL0|C3RYL0_9BACT	44.649	271	137	7	34	293	39	307	2.36e-71	214.0
EGD44994.1	ANP21910.1	42.81	306	150	12	8	293	6	306	1.21e-70	213.0
EGD44994.1	UUT36763.1	44.364	275	135	8	34	293	44	315	1.89e-68	207.0
EGD44994.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	48.507	268	122	10	38	293	40	303	2.01e-67	204.0
EGD44994.1	tr|R4YKL9|R4YKL9_OLEAN	42.066	271	143	8	33	292	41	308	3.95e-66	201.0
EGD44994.1	sp|A0A0K8P6T7|PETH_IDESA	44.803	279	143	7	19	289	10	285	1.31e-64	196.0
EGD44994.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	40.878	296	162	8	7	292	3	295	1.91e-63	194.0
EGD44994.1	ODU60407.1	40.214	281	144	8	33	293	28	304	1.22e-61	189.0
EGD44994.1	tr|A0A1W6L588|A0A1W6L588_9BURK	45.896	268	129	8	38	293	28	291	2.33e-58	181.0
EGD44994.1	sp|P19833|LIP1_MORS1	38.865	229	131	6	53	277	76	299	5.2e-53	167.0
EGD44994.1	WP_111881932.1	35.685	241	144	6	45	276	27	265	1.7e-39	133.0
EGD44994.1	WP_039353427.1	37.327	217	124	5	71	279	56	268	4.37e-36	124.0
EGD44994.1	RLT92980.1	27.386	241	149	7	54	276	21	253	9.84e-22	83.6
EGD44994.1	pdb|2FX5|A	28.125	192	116	6	44	225	10	189	5.49e-07	40.8
EGD44994.1	RLI42440.1	23.889	180	84	6	90	217	33	211	0.000277	32.3
WP_078759821.1	WP_078759821.1	100.0	311	0	0	1	311	1	311	0.0	637.0
WP_078759821.1	tr|H6WX58|H6WX58_9ACTN	67.939	262	79	3	50	308	2	261	7.629999999999999e-131	365.0
WP_078759821.1	sp|Q6A0I4|PETH2_THEFU	61.338	269	99	3	43	308	34	300	8.800000000000001e-125	351.0
WP_078759821.1	sp|Q47RJ6|PETH2_THEFY	61.338	269	99	3	43	308	34	300	8.800000000000001e-125	351.0
WP_078759821.1	AET05799.1	61.338	269	99	3	43	308	34	300	8.800000000000001e-125	351.0
WP_078759821.1	sp|Q47RJ7|PETH1_THEFY	61.71	269	98	3	43	308	52	318	6.2400000000000006e-124	349.0
WP_078759821.1	AET05798.1	61.71	269	98	3	43	308	52	318	6.2400000000000006e-124	349.0
WP_078759821.1	tr|W0TJ64|W0TJ64_9PSEU	67.816	261	79	2	51	309	47	304	3.7900000000000004e-122	344.0
WP_078759821.1	sp|F7IX06|PETH2_THEAE	62.835	261	92	3	51	308	41	299	1.8600000000000001e-121	342.0
WP_078759821.1	tr|D1A9G5|D1A9G5_THECD	62.934	259	93	2	53	310	33	289	3.76e-121	341.0
WP_078759821.1	ADV92526.1	61.069	262	97	3	50	308	2	261	1.66e-120	338.0
WP_078759821.1	BAI99230.2	61.303	261	96	3	51	308	37	295	2.26e-119	337.0
WP_078759821.1	tr|E5BBQ2|E5BBQ2_THEFU	62.825	269	95	3	43	308	52	318	2.06e-117	333.0
WP_078759821.1	tr|E9LVH7|E9LVH7_THEAE	59.924	262	100	3	50	308	2	261	8.19e-116	327.0
WP_078759821.1	WP_104613137.1	60.967	269	100	3	43	308	34	300	3.16e-114	324.0
WP_078759821.1	WP_093412886.1	60.41	293	112	3	19	309	3	293	2.41e-110	314.0
WP_078759821.1	EGD44994.1	53.425	292	130	3	19	308	6	293	2.25e-101	291.0
WP_078759821.1	sp|G9BY57|PETH_UNKP	57.471	261	104	6	50	307	36	292	2.9400000000000003e-100	288.0
WP_078759821.1	GBD22443.1	54.789	261	111	6	50	307	36	292	1.4999999999999998e-94	274.0
WP_078759821.1	ANP21911.1	45.246	305	151	7	15	309	4	302	5.72e-84	247.0
WP_078759821.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	49.084	273	127	5	47	309	28	298	7.06e-83	244.0
WP_078759821.1	ANP21910.1	45.704	291	134	9	39	309	21	307	9.179999999999999e-81	239.0
WP_078759821.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	45.928	307	147	8	18	309	2	304	7.31e-80	237.0
WP_078759821.1	UUT36764.1	45.318	267	132	7	53	309	45	307	5.73e-78	232.0
WP_078759821.1	RLU00646.1	45.113	266	134	6	53	309	50	312	8.94e-78	231.0
WP_078759821.1	tr|R4YKL9|R4YKL9_OLEAN	44.28	271	139	6	46	307	41	308	1.27e-76	229.0
WP_078759821.1	UUT36763.1	45.018	271	131	7	53	309	50	316	2.63e-75	225.0
WP_078759821.1	tr|C3RYL0|C3RYL0_9BACT	44.361	266	137	5	53	309	45	308	2.1200000000000003e-73	220.0
WP_078759821.1	WP_062195544.1	42.963	270	137	6	53	309	27	292	7.64e-73	218.0
WP_078759821.1	ODU60407.1	43.728	279	141	6	46	309	28	305	3.09e-71	214.0
WP_078759821.1	sp|A0A0K8P6T7|PETH_IDESA	44.483	290	141	7	21	300	5	284	1.5399999999999999e-69	210.0
WP_078759821.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	42.804	271	141	7	49	309	31	297	3.9399999999999997e-69	209.0
WP_078759821.1	tr|A0A1W6L588|A0A1W6L588_9BURK	46.296	270	131	7	50	309	27	292	6.85e-65	198.0
WP_078759821.1	sp|P19833|LIP1_MORS1	37.931	261	145	8	61	308	63	319	2.22e-59	184.0
WP_078759821.1	WP_111881932.1	30.252	238	150	5	85	308	56	291	5.0200000000000004e-29	105.0
WP_078759821.1	RLT92980.1	30.0	220	139	5	86	291	38	256	1.17e-26	97.4
WP_078759821.1	WP_039353427.1	29.717	212	139	4	85	288	56	265	4.2999999999999994e-23	89.4
WP_078759821.1	pdb|2FX5|A	27.404	208	125	7	90	282	36	232	3.84e-08	44.3
WP_078759821.1	RLI42440.1	19.355	248	135	11	88	275	16	258	0.038	25.8
WP_078759821.1	AAA33335.1	51.724	29	12	1	43	69	200	228	0.24	23.1
WP_093412886.1	WP_093412886.1	100.0	293	0	0	1	293	1	293	0.0	597.0
WP_093412886.1	WP_078759821.1	60.41	293	112	3	3	293	19	309	8.13e-127	356.0
WP_093412886.1	tr|H6WX58|H6WX58_9ACTN	64.341	258	86	3	40	293	7	262	3.43e-120	337.0
WP_093412886.1	sp|Q6A0I4|PETH2_THEFU	60.3	267	99	4	31	293	38	301	6.0700000000000005e-117	330.0
WP_093412886.1	sp|Q47RJ6|PETH2_THEFY	60.3	267	99	4	31	293	38	301	6.0700000000000005e-117	330.0
WP_093412886.1	AET05799.1	60.3	267	99	4	31	293	38	301	6.0700000000000005e-117	330.0
WP_093412886.1	ADV92526.1	60.853	258	95	3	40	293	7	262	6.5e-116	326.0
WP_093412886.1	tr|D1A9G5|D1A9G5_THECD	61.024	254	99	0	40	293	35	288	7.14e-116	327.0
WP_093412886.1	sp|Q47RJ7|PETH1_THEFY	59.925	267	100	4	31	293	56	319	1.09e-114	325.0
WP_093412886.1	AET05798.1	59.925	267	100	4	31	293	56	319	1.09e-114	325.0
WP_093412886.1	tr|E9LVH7|E9LVH7_THEAE	60.465	258	96	3	40	293	7	262	2.8599999999999997e-113	320.0
WP_093412886.1	BAI99230.2	58.527	258	101	3	40	293	41	296	1.73e-111	316.0
WP_093412886.1	sp|F7IX06|PETH2_THEAE	58.527	258	101	3	40	293	45	300	5.59e-111	315.0
WP_093412886.1	tr|W0TJ64|W0TJ64_9PSEU	63.672	256	89	3	40	293	51	304	7.77e-109	310.0
WP_093412886.1	tr|E5BBQ2|E5BBQ2_THEFU	61.798	267	95	4	31	293	56	319	1.43e-108	310.0
WP_093412886.1	WP_104613137.1	60.3	267	99	4	31	293	38	301	1.3499999999999999e-106	304.0
WP_093412886.1	sp|G9BY57|PETH_UNKP	54.365	252	108	5	40	289	41	287	6.61e-94	271.0
WP_093412886.1	ANP21911.1	48.322	298	137	9	9	293	9	302	2.0999999999999997e-89	260.0
WP_093412886.1	GBD22443.1	53.175	252	111	5	40	289	41	287	2.8399999999999997e-89	259.0
WP_093412886.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	50.0	266	118	5	40	293	36	298	3.27e-88	257.0
WP_093412886.1	RLU00646.1	48.864	264	122	7	40	293	52	312	3.8000000000000004e-85	250.0
WP_093412886.1	ANP21910.1	44.59	305	143	9	9	293	9	307	4.36e-85	249.0
WP_093412886.1	UUT36764.1	47.727	264	125	7	40	293	47	307	7.35e-84	246.0
WP_093412886.1	UUT36763.1	47.388	268	124	7	40	293	52	316	4.79e-83	244.0
WP_093412886.1	EGD44994.1	46.996	283	144	5	12	292	15	293	6.85e-83	243.0
WP_093412886.1	WP_062195544.1	49.438	267	117	7	41	293	30	292	5.84e-82	241.0
WP_093412886.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	51.136	264	116	7	40	293	44	304	1.59e-81	240.0
WP_093412886.1	tr|R4YKL9|R4YKL9_OLEAN	45.833	264	130	7	40	293	50	310	1.94e-78	233.0
WP_093412886.1	ODU60407.1	45.926	270	129	5	40	293	37	305	1.6e-76	228.0
WP_093412886.1	tr|C3RYL0|C3RYL0_9BACT	44.697	264	134	6	40	293	47	308	3.5e-76	227.0
WP_093412886.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	42.712	295	152	9	11	293	8	297	3.2499999999999997e-74	221.0
WP_093412886.1	sp|A0A0K8P6T7|PETH_IDESA	45.296	287	142	7	11	289	7	286	5.57e-71	213.0
WP_093412886.1	sp|P19833|LIP1_MORS1	43.231	229	124	4	50	275	74	299	1.28e-68	207.0
WP_093412886.1	tr|A0A1W6L588|A0A1W6L588_9BURK	46.617	266	125	7	40	293	32	292	6.400000000000001e-66	200.0
WP_093412886.1	WP_111881932.1	31.298	262	162	7	43	289	27	285	4.0700000000000004e-36	124.0
WP_093412886.1	RLT92980.1	33.613	238	141	7	54	277	22	256	4.9400000000000004e-33	114.0
WP_093412886.1	WP_039353427.1	32.143	252	158	6	45	286	29	277	2.65e-31	111.0
WP_093412886.1	RLI42440.1	22.8	250	124	13	74	261	16	258	2.15e-06	38.9
WP_093412886.1	pdb|2FX5|A	29.586	169	97	6	111	267	73	231	3.13e-05	35.4
UUT36763.1	UUT36763.1	100.0	316	0	0	1	316	1	316	0.0	644.0
UUT36763.1	UUT36764.1	72.785	316	77	2	1	316	1	307	2.34e-167	459.0
UUT36763.1	ANP21910.1	66.772	316	96	2	1	316	1	307	2.42e-155	429.0
UUT36763.1	ANP21911.1	64.557	316	98	3	1	316	1	302	2.41e-149	413.0
UUT36763.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	66.774	310	93	2	7	316	5	304	1.39e-145	404.0
UUT36763.1	tr|R4YKL9|R4YKL9_OLEAN	62.637	273	98	1	44	316	42	310	2.12e-128	360.0
UUT36763.1	tr|C3RYL0|C3RYL0_9BACT	61.091	275	102	2	43	316	38	308	3.28e-121	342.0
UUT36763.1	RLU00646.1	56.634	309	126	5	8	316	12	312	5.04e-121	342.0
UUT36763.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	53.48	273	121	2	46	316	29	297	1.3099999999999999e-104	300.0
UUT36763.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	48.339	271	130	6	50	316	34	298	4.19e-87	255.0
UUT36763.1	WP_062195544.1	50.0	274	122	7	50	316	27	292	1.36e-85	251.0
UUT36763.1	tr|H6WX58|H6WX58_9ACTN	49.446	271	120	8	50	316	5	262	9.490000000000001e-85	248.0
UUT36763.1	ODU60407.1	44.891	274	143	4	49	316	34	305	4.14e-83	245.0
UUT36763.1	ADV92526.1	47.778	270	126	7	50	316	5	262	1.93e-82	242.0
UUT36763.1	sp|Q6A0I4|PETH2_THEFU	47.778	270	126	7	50	316	44	301	3.49e-82	243.0
UUT36763.1	sp|Q47RJ6|PETH2_THEFY	47.778	270	126	7	50	316	44	301	3.49e-82	243.0
UUT36763.1	AET05799.1	47.778	270	126	7	50	316	44	301	3.49e-82	243.0
UUT36763.1	sp|A0A0K8P6T7|PETH_IDESA	53.232	263	113	7	50	311	32	285	1.2199999999999999e-81	241.0
UUT36763.1	BAI99230.2	48.519	270	124	7	50	316	39	296	2.15e-81	241.0
UUT36763.1	sp|F7IX06|PETH2_THEAE	48.148	270	125	7	50	316	43	300	3.39e-80	238.0
UUT36763.1	sp|Q47RJ7|PETH1_THEFY	46.667	270	129	7	50	316	62	319	3.86e-80	238.0
UUT36763.1	AET05798.1	46.667	270	129	7	50	316	62	319	3.86e-80	238.0
UUT36763.1	tr|E9LVH7|E9LVH7_THEAE	47.037	270	128	7	50	316	5	262	1.57e-79	234.0
UUT36763.1	tr|D1A9G5|D1A9G5_THECD	47.778	270	124	7	50	316	33	288	3.1200000000000004e-79	235.0
UUT36763.1	WP_078759821.1	41.587	315	161	9	6	316	14	309	3.77e-76	228.0
UUT36763.1	tr|A0A1W6L588|A0A1W6L588_9BURK	47.778	270	131	5	50	316	30	292	3.53e-75	224.0
UUT36763.1	sp|G9BY57|PETH_UNKP	48.485	264	118	7	50	311	39	286	7.2e-75	224.0
UUT36763.1	tr|W0TJ64|W0TJ64_9PSEU	46.886	273	128	8	47	316	46	304	3.06e-74	223.0
UUT36763.1	WP_104613137.1	47.037	270	128	7	50	316	44	301	2.23e-73	220.0
UUT36763.1	tr|E5BBQ2|E5BBQ2_THEFU	46.667	270	129	7	50	316	62	319	1.8300000000000001e-72	218.0
UUT36763.1	sp|P19833|LIP1_MORS1	40.118	339	159	15	1	315	1	319	7.94e-72	217.0
UUT36763.1	GBD22443.1	46.591	264	123	7	50	311	39	286	1.03e-70	213.0
UUT36763.1	WP_093412886.1	47.388	268	124	7	52	316	40	293	1.7e-70	213.0
UUT36763.1	EGD44994.1	44.364	275	135	8	44	315	34	293	1.23e-62	192.0
UUT36763.1	WP_111881932.1	40.26	231	128	4	66	292	37	261	2.02e-56	178.0
UUT36763.1	WP_039353427.1	40.693	231	127	4	66	292	37	261	6.45e-53	169.0
UUT36763.1	RLT92980.1	32.51	243	153	5	66	302	22	259	7.81e-34	117.0
UUT36763.1	pdb|2FX5|A	27.919	197	113	7	54	238	10	189	1.93e-06	39.3
UUT36763.1	RLI42440.1	26.016	123	68	5	85	193	16	129	0.000658	31.2
WP_111881932.1	WP_111881932.1	100.0	364	0	0	1	364	1	364	0.0	746.0
WP_111881932.1	WP_039353427.1	60.822	365	142	1	1	364	1	365	3.0800000000000003e-167	463.0
WP_111881932.1	UUT36763.1	40.26	231	128	4	37	261	66	292	1.3700000000000002e-56	179.0
WP_111881932.1	UUT36764.1	40.323	248	139	6	22	265	45	287	3.36e-55	175.0
WP_111881932.1	sp|G9BY57|PETH_UNKP	40.161	249	138	4	29	277	46	283	1.63e-50	162.0
WP_111881932.1	ANP21911.1	36.546	249	153	4	18	265	38	282	2.74e-50	162.0
WP_111881932.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	34.559	272	165	3	6	265	14	284	2.67e-49	160.0
WP_111881932.1	tr|C3RYL0|C3RYL0_9BACT	40.171	234	129	5	37	265	61	288	2.87e-48	157.0
WP_111881932.1	GBD22443.1	39.526	253	142	4	29	281	46	287	8.98e-48	155.0
WP_111881932.1	ANP21910.1	36.653	251	147	7	22	265	42	287	1.3500000000000001e-47	155.0
WP_111881932.1	tr|R4YKL9|R4YKL9_OLEAN	37.154	253	143	6	37	284	64	305	3.31e-47	154.0
WP_111881932.1	WP_062195544.1	34.231	260	160	4	27	284	32	282	7.1e-47	153.0
WP_111881932.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	35.652	230	143	2	37	265	50	275	1.28e-45	150.0
WP_111881932.1	RLU00646.1	33.068	251	154	5	25	265	46	292	1.44e-42	142.0
WP_111881932.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	32.721	272	161	6	7	265	15	277	1.77e-42	141.0
WP_111881932.1	BAI99230.2	37.19	242	136	7	37	272	55	286	4.95e-40	135.0
WP_111881932.1	ODU60407.1	32.618	233	151	3	37	265	51	281	4.46e-38	130.0
WP_111881932.1	sp|F7IX06|PETH2_THEAE	36.777	242	137	7	37	272	59	290	6.99e-38	129.0
WP_111881932.1	tr|D1A9G5|D1A9G5_THECD	35.065	231	135	5	56	284	66	283	7.779999999999999e-38	129.0
WP_111881932.1	EGD44994.1	36.771	223	129	5	56	272	71	287	9.08e-38	129.0
WP_111881932.1	sp|A0A0K8P6T7|PETH_IDESA	38.462	234	134	4	37	267	48	274	2.29e-36	125.0
WP_111881932.1	tr|H6WX58|H6WX58_9ACTN	34.597	211	130	4	56	265	38	241	2.42e-36	124.0
WP_111881932.1	RLT92980.1	31.797	217	141	2	58	267	39	255	8.58e-36	123.0
WP_111881932.1	sp|Q47RJ7|PETH1_THEFY	35.124	242	141	8	27	265	70	298	3.76e-35	122.0
WP_111881932.1	AET05798.1	35.124	242	141	8	27	265	70	298	3.76e-35	122.0
WP_111881932.1	ADV92526.1	35.071	211	129	4	56	265	38	241	1.57e-34	119.0
WP_111881932.1	tr|E9LVH7|E9LVH7_THEAE	35.071	211	129	4	56	265	38	241	2.16e-34	119.0
WP_111881932.1	sp|Q6A0I4|PETH2_THEFU	35.071	211	129	4	56	265	77	280	3.98e-34	119.0
WP_111881932.1	sp|Q47RJ6|PETH2_THEFY	35.071	211	129	4	56	265	77	280	3.98e-34	119.0
WP_111881932.1	AET05799.1	35.071	211	129	4	56	265	77	280	3.98e-34	119.0
WP_111881932.1	tr|A0A1W6L588|A0A1W6L588_9BURK	37.344	241	143	4	27	265	35	269	1.08e-32	115.0
WP_111881932.1	sp|P19833|LIP1_MORS1	29.787	235	149	6	28	258	69	291	7.640000000000001e-32	114.0
WP_111881932.1	WP_078759821.1	30.252	238	150	5	56	291	85	308	5.88e-29	105.0
WP_111881932.1	tr|W0TJ64|W0TJ64_9PSEU	32.9	231	144	6	37	265	65	286	7.18e-28	102.0
WP_111881932.1	WP_104613137.1	35.377	212	127	5	56	265	77	280	1.58e-26	99.0
WP_111881932.1	tr|E5BBQ2|E5BBQ2_THEFU	34.298	242	143	8	27	265	70	298	2.83e-26	98.6
WP_111881932.1	WP_093412886.1	31.418	261	161	7	27	284	43	288	5.76e-26	97.1
WP_039353427.1	WP_039353427.1	100.0	366	0	0	1	366	1	366	0.0	746.0
WP_039353427.1	WP_111881932.1	60.822	365	142	1	1	365	1	364	4.94e-174	481.0
WP_039353427.1	UUT36763.1	40.693	231	127	4	37	261	66	292	2.39e-57	181.0
WP_039353427.1	UUT36764.1	38.961	231	135	3	37	265	61	287	2.27e-52	168.0
WP_039353427.1	WP_062195544.1	36.434	258	159	3	29	284	34	288	2.39e-51	165.0
WP_039353427.1	ANP21910.1	38.039	255	145	7	37	286	58	304	1.02e-50	164.0
WP_039353427.1	ANP21911.1	40.086	232	129	5	37	265	58	282	1.89e-50	162.0
WP_039353427.1	tr|R4YKL9|R4YKL9_OLEAN	39.394	231	134	3	37	265	64	290	5.21e-49	159.0
WP_039353427.1	tr|A0A1H6AD45|A0A1H6AD45_9GAMM	37.264	212	130	2	56	265	74	284	8.909999999999999e-48	155.0
WP_039353427.1	tr|C3RYL0|C3RYL0_9BACT	40.517	232	131	5	37	265	61	288	3.84e-47	154.0
WP_039353427.1	tr|A0A1Z2SIQ1|A0A1Z2SIQ1_VIBGA	35.983	239	147	4	37	273	51	285	6.3e-46	150.0
WP_039353427.1	sp|G9BY57|PETH_UNKP	36.187	257	154	4	29	285	46	292	3.82e-45	149.0
WP_039353427.1	RLU00646.1	35.0	240	149	4	29	265	57	292	2.26e-44	147.0
WP_039353427.1	tr|A0A0G3BI90|A0A0G3BI90_9BURK	34.146	246	157	2	37	281	50	291	6.74e-44	145.0
WP_039353427.1	GBD22443.1	37.354	257	151	4	29	285	46	292	9.77e-44	145.0
WP_039353427.1	ODU60407.1	33.208	265	169	4	26	286	42	302	2.04e-40	136.0
WP_039353427.1	sp|A0A0K8P6T7|PETH_IDESA	38.492	252	146	5	26	276	39	282	8.86e-40	134.0
WP_039353427.1	RLT92980.1	35.714	210	126	3	57	258	38	246	8.74e-38	128.0
WP_039353427.1	BAI99230.2	36.364	231	135	6	37	265	55	275	1.6100000000000001e-37	128.0
WP_039353427.1	EGD44994.1	37.327	217	124	5	56	268	71	279	2.02e-37	128.0
WP_039353427.1	tr|D1A9G5|D1A9G5_THECD	34.335	233	137	6	37	265	49	269	3.85e-35	122.0
WP_039353427.1	sp|F7IX06|PETH2_THEAE	35.065	231	138	6	37	265	59	279	1.13e-34	121.0
WP_039353427.1	tr|A0A1W6L588|A0A1W6L588_9BURK	36.923	260	155	5	29	286	37	289	3.03e-34	119.0
WP_039353427.1	tr|E9LVH7|E9LVH7_THEAE	35.776	232	135	7	37	265	21	241	5.57e-34	118.0
WP_039353427.1	sp|Q47RJ7|PETH1_THEFY	35.802	243	140	8	26	265	69	298	6.5e-34	119.0
WP_039353427.1	AET05798.1	35.802	243	140	8	26	265	69	298	6.5e-34	119.0
WP_039353427.1	ADV92526.1	35.065	231	138	6	37	265	21	241	8e-34	117.0
WP_039353427.1	sp|P19833|LIP1_MORS1	34.259	216	131	4	17	230	58	264	1.75e-33	118.0
WP_039353427.1	sp|Q6A0I4|PETH2_THEFU	35.776	232	135	7	37	265	60	280	2.39e-33	117.0
WP_039353427.1	sp|Q47RJ6|PETH2_THEFY	35.776	232	135	7	37	265	60	280	2.39e-33	117.0
WP_039353427.1	AET05799.1	35.776	232	135	7	37	265	60	280	2.39e-33	117.0
